Título;Autores;Autorias compartilhadas;Editores;Editores de livros;Título da fonte;Data de publicação;Ano da publicação;Volume;Edição;Número da edição;Suplemento;Edição especial;Página inicial;Página final;Número do artigo;DOI;Título da conferência;Data da conferência;Total de citações;Média por ano;1945;1946;1947;1948;1949;1950;1951;1952;1953;1954;1955;1956;1957;1958;1959;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021
Lutein and biodiesel sequential production from microalga using an environmentally friendly approach;"D'Alessandro, Emmanuel Bezerra; Soares, Aline Terra; Lopes, Rafael Garcia; Derner, Roberto Bianchini; Antoniosi Filho, Nelson Roberto";;;;CHEMICAL ENGINEERING COMMUNICATIONS;;2020;;;;;;;;;10.1080/00986445.2020.1722654;;;1;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Effect of Delays on the Response of Microalgae When Exposed to Dynamic Environmental Conditions;"Zuniga, Hector; Vergara, Christian; Donoso-Bravo, Andres; Jeison, David";;;;PROCESSES;JAN 2020;2020;8;1;;;;;;87;10.3390/pr8010087;;;1;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Analyzing the toxicity of bisphenol-A to microalgae for ecotoxicological applications;"Oliveira Falcao, Valeria Gomes; Carneiro, Diego de Carvalho; Pereira, Solange Andrade; Dias da Silva, Magnus Regios; Cande, Antonio Alfa; da Cunha Lima, Suzana Telles";;;;ENVIRONMENTAL MONITORING AND ASSESSMENT;JAN 2020;2020;192;1;;;;;;8;10.1007/s10661-019-7984-0;;;1;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Microalgal biorefineries: Integrated use of liquid and gaseous effluents from bioethanol industry for efficient biomass production;"Sydney, Eduardo Bittencourt; Dalmas Neto, Carlos Jose; de Carvalho, Julio Cesar; de Souza Vandenberghe, Luciana Porto; Novak Sydney, Alessandra Cristine; Junior Letti, Luiz Alberto; Karp, Susan Grace; Soccol, Vanete Thomaz; Woiciechowski, Adenise Lorenci; Pedroni Medeiros, Adriane Bianchi; Soccol, Carlos Ricardo";;;;BIORESOURCE TECHNOLOGY;NOV 2019;2019;292;;;;;;;121955;10.1016/j.biortech.2019.121955;;;1;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Diets containing residual microalgae biomass protect fishes against oxidative stress and DNA damage;"Meister Luz Marques, Antonio Ernesto; Balen, Rafael Ernesto; Pereira Fernandes, Leticia da Silva; Motta, Cintya Marques; Silva de Assis, Helena Cristina; Taher, Dhyogo Mileo; Meurer, Fabio; Coelho Vargas, Jose Viriato; Mariano, Andre Bellin; Cestari, Marta Margarete";;;;JOURNAL OF APPLIED PHYCOLOGY;OCT 2019;2019;31;5;;;;2933;2940;;10.1007/s10811-019-01825-6;;;1;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Bioactive stability of microalgal protein hydrolysates under food processing and storage conditions;"Pereira, Aline Massia; Lisboa, Cristiane Reinaldo; Santos, Thaisa Duarte; Vieira Costa, Jorge Alberto";;;;JOURNAL OF FOOD SCIENCE AND TECHNOLOGY-MYSORE;OCT 2019;2019;56;10;;;;4543;4551;;10.1007/s13197-019-03915-2;;;1;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Evaluation of microalgae growth in a mixed-type photobioreactor system for the phycoremediation of wastewater;"Pacheco, Marcondes M.; Hoeltz, Michele; Bjerk, Thiago R.; de Souza, Maiara P.; da Silva, Lilian F. F.; Gressler, Pablo D.; Moraes, Maria S. A.; Lobo, Eduardo A.; Schneider, Rosana C. S.";;;;JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY;OCT 2019;2019;94;10;;;;3102;3110;;10.1002/jctb.6117;;;1;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
Modeling the growth of microalgae Spirulina sp. with application of illuminance and magnetic field;"Ferreira Piazzi, Ana Carolina; Veiga, Mayara Copello; Santos, Lucielen Oliveira; Vieira Costa, Jorge Alberto; Kuhn, Raquel Cristine; Goncalves Salau, Nina Paula";;;;JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY;JUN 2019;2019;94;6;;;;1770;1776;;10.1002/jctb.5942;;;1;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Application of statistical physics formalism for the modeling of adsorption isotherms of water molecules on the microalgae Spirulina platensis;"Ayachi, Fakher; Nakbi, Amel; Sakly, Abdellatif; Pinto, Luiz A. A.; Ben Lamine, Abdelmottaleb";;;;FOOD AND BIOPRODUCTS PROCESSING;MAR 2019;2019;114;;;;;103;112;;10.1016/j.fbp.2018.12.001;;;1;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
A robust approach to the design of super-twisting observers - application to monitoring microalgae cultures in photo-bioreactors;"Coutinho, D.; Vargas, A.; Feudjio, C.; Benavides, M.; Vande Wouwer, A.";;;;COMPUTERS & CHEMICAL ENGINEERING;FEB 2 2019;2019;121;;;;;46;56;;10.1016/j.compchemeng.2018.07.006;;;1;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Interference of starch accumulation in microalgal cell growth measurement;"de Souza, Marcella Fernandes; Rodrigues, Marcoaurelio Almenara; da Silva Bon, Elba Pinto; Freitas, Suely Pereira";;;;JOURNAL OF APPLIED PHYCOLOGY;FEB 2019;2019;31;1;;;;249;254;;10.1007/s10811-018-1566-3;;;1;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Synthesis and characterization of microalgae fatty acids or Aloe vera oil microcapsules;"Badke, Luiza Brescovici; da Silva, Bruno Campos; de Carvalho-Jorge, Agne Roani; Taher, Dhyogo Mileo; Riegel-Vidotti, Izabel Cristina; Bruno Marino, Claudia Eliana";;;;POLIMEROS-CIENCIA E TECNOLOGIA;2019;2019;29;3;;;;;;e2019042;10.1590/0104-1428.01119;;;1;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Screening of fungal strains with potentiality to hydrolyze microalgal biomass by Fourier Transform Infrared Spectroscopy (FTIR);"de Souza, Maiara Priscilla; Hoeltz, Michele; Gomes Muller, Maria Viviane; Gressler, Pablo Diego; Bjerk, Thiago Rodrigues; de Souza Schneider, Rosana de Cassia; Corbellini, Valeriano Antonio";;;;ACTA SCIENTIARUM-TECHNOLOGY;JAN-DEC 2019;2019;41;;;;;;;e39693;10.4025/actascitechnol.v41i1.39693;;;1;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Bioethanol from Microalgal Biomass: A Promising Approach in Biorefinery;"de Farias Silva, Carlos Eduardo; Bertucco, Alberto";;;;BRAZILIAN ARCHIVES OF BIOLOGY AND TECHNOLOGY;2019;2019;62;;;;;;;e19160816;10.1590/1678-4324-2019160816;;;1;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Identification of microalgae from waste stabilization ponds and evaluation of electroflotation by alternate current for simultaneous biomass separation and cell disruption;"Florentino, Anna Patricya; Costa, Mayara Carantino; Silva Nascimento, Jos Gilmar; Abdala-Neto, Eliezer Fares; Mota, Cesar Rossas; dos Santos, Andre Bezerra";;;;ENGENHARIA SANITARIA E AMBIENTAL;JAN-FEB 2019;2019;24;1;;;;177;186;;10.1590/S1413-41522019193972;;;1;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Evaluation of the interactions between the marine bacterium Pseudomonas fluorescens and the microalga Isochrysis galbana in simulated ballast tank environment;"Camara, Aline da Silva; de Almeida Fernandes, Lohengrin Dias";;;;ARCHIVES OF MICROBIOLOGY;JAN 2019;2019;201;1;;;;35;44;;10.1007/s00203-018-1569-0;;;1;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Metabolites of interest for food technology produced by microalgae from the Northeast Brazil;"Barros Sassi, Katharina Kardinele; da Silva, Joao Andrade; Calixto, Clediana Dantas; Sassi, Roberto; da Costa Sassi, Cristiane Francisca";;;;REVISTA CIENCIA AGRONOMICA;JAN-MAR 2019;2019;50;1;;;;54;65;;10.5935/1806-6690.20190007;;;1;0,33;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Co-Culture of Filamentous Feed-Grade Fungi and Microalgae as an Alternative to Increase Feeding Value of Ethanol Coproducts;"Rodrigues Reis, Cristiano E.; D'Otaviano, Larissa Ogero; Rajendran, Aravindan; Hu, Bo";;;;FERMENTATION-BASEL;DEC 2018;2018;4;4;;;;;;86;10.3390/fermentation4040086;;;1;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
The action of small bubbles in increasing light exposure and production of the marine microalga Nannochloropsis oceanica in massive culture systems;"Kubelka, Bruno Galler; Roselet, Fabio; Pinto, Waldir Terra; Abreu, Paulo Cesar";;;;ALGAL RESEARCH-BIOMASS BIOFUELS AND BIOPRODUCTS;NOV 2018;2018;35;;;;;569;576;;10.1016/j.algal.2018.09.030;;;1;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Solar tracker development based on a POF bundle and Fresnel lens applied to environment illumination and microalgae cultivation;"Allil, Regina Celia; Manchego, Alfredo; Allil, Alexandre; Rodrigues, Igor; Werneck, Arthur; Diaz, Gisel Chenard; Dino, Fabio Toshio; Reyes, Yordanka; Werneck, Marcelo";;;;SOLAR ENERGY;NOV 1 2018;2018;174;;;;;648;659;;10.1016/j.solener.2018.09.061;;;1;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Evaluating co-substrates to supplement biogas production from tannery solid waste treatment - cattle hair, microalgae biomass, and silicone;"Agustini, Caroline B.; da Fontoura, Juliana T.; Mella, Bianca; Gutterres, Mariliz";;;;BIOFUELS BIOPRODUCTS & BIOREFINING-BIOFPR;NOV-DEC 2018;2018;12;6;;;;1095;1102;;10.1002/bbb.1929;;;1;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
PROPERTIES OF MICROALGAE OIL FROM THE SPECIES Chlorella protothecoides AND ITS ETHYLIC BIODIESEL;"Batista, F. R. M.; Lucchesi, K. W.; Carareto, N. D. D.; Costa, M. C. D.; Meirelles, A. J. A.";;;;BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING;OCT-DEC 2018;2018;35;4;;;;1383;1394;;10.1590/0104-6632.20180354s20170191;;;1;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
A genset and mini-photobioreactor association for CO2 capturing, enhanced microalgae growth and multigeneration;"Telles, E. C.; Yang, S.; Vargas, J. V. C.; Dias, F. G.; Ordonez, J. C.; Mariano, A. B.; Chagas, M. B.; Davis, T.";;;;RENEWABLE ENERGY;SEP 2018;2018;125;;;;;985;994;;10.1016/j.renene.2018.03.027;;;1;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Performance, insulin sensitivity, carcass characteristics, and fatty acid profile of beef from steers fed microalgae;"Carvalho, Jose Rodolfo R.; Brennan, Kristen M.; Ladeira, Marcio M.; Schoonmaker, Jon P.";;;;JOURNAL OF ANIMAL SCIENCE;AUG 2018;2018;96;8;;;;3433;3445;;10.1093/jas/sky210;;;1;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Colorimetric protein determination in microalgae (Chlorophyta): association of milling and SDS treatment for total protein extraction;"Mota, Maria Fernanda S.; Souza, Marcella F.; Bon, Elba P. S.; Rodrigues, Marcoaurelio A.; Freitas, Suely Pereira";;;;JOURNAL OF PHYCOLOGY;AUG 2018;2018;54;4;;;;577;580;;10.1111/jpy.12754;;;1;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Influence of poultry and swine blood shocks on the performance of microalgal heterotrophic bioreactor;"dos Santos, Aline Meireles; dos Santos, Alberto Meireles; Sartori, Rafaela Basso; Queiroz, Leila Zepka; Jacob-Lopes, Eduardo";;;;DESALINATION AND WATER TREATMENT;MAY 2018;2018;114;;;;;128;134;;10.5004/dwt.2018.22359;;;1;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Ecotoxicological Analysis of Acrylamide Using a Microalga as an Indicator Organism;"Nunes, Barbara Werle; Hedlund, Keila Fernanda; Oliveira, Maria Angelica; Carissimi, Elvis";;;;WATER ENVIRONMENT RESEARCH;MAY 1 2018;2018;90;5;;;;442;451;;10.2175/106143017X15131012152997;;;1;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Influence on cultivation conditions in the heterotrophic lipid production of the microalga Chlorella minutissima;"Ferreira, S. P.; Holz, J. C. P.; Costa, J. A., V";;;;INTERNATIONAL FOOD RESEARCH JOURNAL;FEB 2018;2018;25;1;;;;408;417;;;;;1;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Obtaining dried extracts from the biomass of the microalga Haematococcus pluvialis by spray drying;"Loch-Neckel, Gecioni; Schutz, Francine Elisabeth; Derner, Roberto Bianchini; Lemos-Senna, Elenara";;;;MATERIA-RIO DE JANEIRO;2018;2018;23;4;;;;;;e-12221;10.1590/S1517-707620180004.0555;;;1;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
FATTY ACID ETHYL ESTERS FROM MICROALGAE OF Scenedesmus ecornis BY ENZYMATIC AND ACID CATALYSIS;"de Almeida, Gabryelle F.; de Araujo, Pedro H. F.; Florentino, Alexandro C.; Bezerra, Roberto M.; Carvalho, Jose C. T.; Faustino, Silvia M. M.; Ferreira, Irlon M.";;;;QUIMICA NOVA;JAN 2018;2018;41;1;;;;1;4;;10.21577/0100-4042.20170147;;;1;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Microalgae and Biofuels: Integration of Productive Chains;"Moncao, Fernanda S.; Sartori, Marina L.; Veloso, Ronnie Von dos Santos; Pantoja, Lilian de A.; dos Santos, Alexandre S.";;;;REVISTA VIRTUAL DE QUIMICA;2018;2018;10;4;;;;999;1017;;10.21577/1984-6835.20180071;;;1;0,25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
New technologies from the bioworld: selection of biopolymer-producing microalgae;"Martins, Roberta Guimaraes; Goncalves, Igor Severo; de Morais, Michele Greque; Vieira Costa, Jorge Alberto";;;;POLIMEROS-CIENCIA E TECNOLOGIA;OCT-DEC 2017;2017;27;4;;;;285;289;;10.1590/0104-1428.2375;;;1;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Development of Bioactive Nanopeptide of Microalgal Origin;"Lisboa, Cristiane Reinaldo; de Morais, Michele Greque; Vieira Costa, Jorge Alberto";;;;JOURNAL OF NANOSCIENCE AND NANOTECHNOLOGY;FEB 2017;2017;17;2;;;;1025;1030;;10.1166/jnn.2017.12646;;;1;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Establishment of a cryopreserved biobank for the Culture Collection of Freshwater Microalgae (CCMA-UFSCar), Sao Paulo, Brazil;"Tessarolli, Leticia Piton; Day, John Godfrey; Henriques Vieira, Armando Augusto";;;;BIOTA NEOTROPICA;2017;2017;17;2;;;;;;e20160299;10.1590/1676-0611-BN-2016-0299;;;1;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Using residual water from a marine shrimp farming BFT system. Part II: Artemia franciscana biomass production fed microalgae grown in reused BFT water;"Magnotti, Caio; Lopes, Rafael; Derner, Roberto; Vinatea, Luis";;;;AQUACULTURE RESEARCH;SEP 2016;2016;47;9;;;;2716;2722;;10.1111/are.12720;;;1;0,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Culture of microalgae biomass for valorization of table olive processing water;"Contreras, C. G.; Serrano, A.; Ruiz-Filippi, G.; Borja, R.; Fermoso, F. G.";;;;GRASAS Y ACEITES;JUL-SEP 2016;2016;67;3;;;;;;e146;10.3989/gya.0439161;;;1;0,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Benthic microalgae community response to flooding in a tropical salt flat;"Masuda, L. S. M.; Enrich-Prast, A.";;;;BRAZILIAN JOURNAL OF BIOLOGY;JUL-SEP 2016;2016;76;3;;;;577;582;;10.1590/1519-6984.18314;;;1;0,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
UTILIZATION OF SOLID RESIDUE FROM SHRIMP CULTURE BIOFLOC SYSTEM FOR MICROALGAE Navicula sp PRODUCTION;"de Abreu, Jessika Lima; Brito, Luis Otavio; Silva de Moraes, Laenne Barbara; Barros Silva, Debora Louise; da Silva Barbosa, Silvia Mariana; Galvez, Alfredo Olivera";;;;BOLETIM DO INSTITUTO DE PESCA;2016;2016;42;4;;;;780;790;;10.20950/1678-2305.2016v42n4p780;;;1;0,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Effects of nitrogen depletion on lipid and biomass production of three microalgae;"Martins, Gustavo Benevides; Fernandes, Valeria de Oliveira";;;;IHERINGIA SERIE BOTANICA;2016;2016;71;2;;;;117;123;;;;;1;0,17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Fourier Transform Infrared with Attenuated Total Reflectance Applied to the Discrimination of Freshwater Planktonic Coccoid Green Microalgae;"de Moraes, Guilherme Pavan; Augusto Henriques Vieira, Armando";;;;PLOS ONE;DEC 26 2014;2014;9;12;;;;;;e114458;10.1371/journal.pone.0114458;;;1;0,13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
